"Country","ISO3","Year","Sex","AgeGroup","Indicator","StatisticalUnit","Value","Source","ICVACCategory","Dataset","Comments"
"Slovenia","SVN",2017,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",99,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2018,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",100,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2019,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",86,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2020,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",109,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2021,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",101,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2022,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",100,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2015,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",32,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2016,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",48,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2017,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",117,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2018,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",94,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2019,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",47,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2020,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",36,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2021,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",50,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2022,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",44,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2015,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",27,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2016,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",34,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2017,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",40,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2018,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",40,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2019,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",42,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2020,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",36,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2021,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",23,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2022,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",24,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2015,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",10,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2016,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",9,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2017,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",17,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2018,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",17,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2019,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",19,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2020,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",13,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2021,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",13,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2022,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",21,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2015,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",106,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2016,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",116,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2017,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",129,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2018,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",124,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2019,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",157,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2020,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",163,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2021,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",152,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2022,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",204,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2015,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",77,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2016,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",75,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2017,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",70,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2018,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",69,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2019,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",63,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2020,"Total","5","Number of child victims of crime (0-17 years) registered by the police during the year","Number",60,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
