"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","RelationshipPerpetrator","Source","Dataset","ICVACCategory"
"Austria","AUT","Victims of intentional homicide",2016,9,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2016,12,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2016,28,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2016,1,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2016,8,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2016,70,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2016,18,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2016,8,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2016,38,"Male","Total","Counts","Intimate partner or family member: Family member","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2016,3,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2016,14,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2016,0,"Male","Total","Counts","Intimate partner or family member: Family member","SDG/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Liechtenstein","LIE","Victims of intentional homicide",2016,0,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2016,5,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2016,10,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2016,0,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2016,3,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2016,6,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Russian Federation","RUS","Victims of intentional homicide",2016,790,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2016,1,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2016,2,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2017,10,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2017,19,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2017,25,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2017,4,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2017,5,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2017,69,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2017,23,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2017,2,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2017,46,"Male","Total","Counts","Intimate partner or family member: Family member","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2017,7,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2017,13,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2017,0,"Male","Total","Counts","Intimate partner or family member: Family member","SDG/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2017,38,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2017,5,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2017,16,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Republic of Moldova","MDA","Victims of intentional homicide",2017,11,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2017,0,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2017,0,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2017,7,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Russian Federation","RUS","Victims of intentional homicide",2017,725,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2017,1,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2017,3,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2018,7,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2018,16,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2018,18,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2018,2,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2018,78,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2018,16,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2018,9,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2018,49,"Male","Total","Counts","Intimate partner or family member: Family member","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Georgia","GEO","Victims of intentional homicide",2018,3,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2018,6,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2018,3,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2018,1,"Male","Total","Counts","Intimate partner or family member: Family member","SDG/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2018,44,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2018,1,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2018,11,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Republic of Moldova","MDA","Victims of intentional homicide",2018,13,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2018,0,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2018,5,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2018,6,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Russian Federation","RUS","Victims of intentional homicide",2018,735,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2018,2,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2018,1,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2019,10,"Male","Total","Counts","Intimate partner or family member: Family member","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2019,9,"Male","Total","Counts","Intimate partner or family member: Family member","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
