"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","Source","Dataset","ICVACCategory","Comments","Reliability","WealthQuintile"
"Norway","NOR","Human trafficking  -  Total - Children","2011",4.78,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","4.78",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2013",1.82,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.82",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2012",5.49,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5.49",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2015",4.68,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","4.68",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2020",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2020",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2016",1.55,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.55",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2017",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2015",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2016",0.09,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.09",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2013",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2016",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2018",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2012",0.22,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.22",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2019",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2015",0.14,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.14",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2014",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2014",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2020",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2020",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2009",0.08,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.08",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2019",0.14,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.14",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2014",0.13,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.13",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2021",0.43,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.43",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2016",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2020",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2021",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2021",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2022",0.34,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.34",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2015",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2019",0.25,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.25",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2013",0.91,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.91",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2019",0.57,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.57",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2016",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2010",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2020",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2015",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2012",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2019",0.59,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.59",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2020",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2011",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2009",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2009",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2013",1.78,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.78",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2009",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2018",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2008",0.25,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.25",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2014",NA,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2018",1.68,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.68",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2010",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2008",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2020",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2011",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2011",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2012",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2008",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2017",1.66,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.66",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2018",1.03,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.03",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2014",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2019",0.58,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.58",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2014",NA,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2010",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2012",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2013",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2017",NA,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2022",1.08,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.08",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2017",1.02,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.02",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2021",0.93,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.93",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2022",0.86,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.86",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2021",1.93,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.93",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2021",0.83,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","0.83",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2022",1.06,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.06",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2019",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2018",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2010",7.88,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7.88",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2015",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2010",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2020",2.69,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","2.69",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2014",7.64,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7.64",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2016",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2015",14.3,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","14.3",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2014",14.46,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","14.46",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2010",13.63,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","13.63",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2017",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2016",2.28,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","2.28",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2022",2.11,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","2.11",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2010",1.93,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.93",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2016",16.21,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","16.21",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2009",1.66,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","1.66",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2020",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2021",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2016",9.4,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9.4",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2008",8.07,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","8.07",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2017",4.47,"Female",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","4.47",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2022",10.08,"Male",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10.08",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2014",NA,"Other",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2022",6.19,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6.19",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2017",9.05,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9.05",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2020",6.84,"Total",NA,"Rate per 100,000 population","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6.84",NA,NA
